date,value
11-8-2017,282.507
12-8-2017,281.79
13-8-2017,281.094
14-8-2017,281.162
15-8-2017,277.398
16-8-2017,272.482
17-8-2017,272.759
18-8-2017,267.881
19-8-2017,271.845
20-8-2017,265.376
21-8-2017,261.282
22-8-2017,254.463
23-8-2017,256.244
24-8-2017,263.565
25-8-2017,262.909
26-8-2017,265.595
27-8-2017,262.842
28-8-2017,265.914
29-8-2017,270.768
30-8-2017,269.643
31-8-2017,269.275
1-9-2017,267.996
2-9-2017,272.105
3-9-2017,268.909
4-9-2017,275.596
5-9-2017,272.854
6-9-2017,273.963
7-9-2017,275.421
8-9-2017,277.036
9-9-2017,272.771
10-9-2017,266.158
11-9-2017,268.829
12-9-2017,268.385
13-9-2017,267.852
14-9-2017,269.196
15-9-2017,266.563
16-9-2017,260.533
17-9-2017,256.937
18-9-2017,261.83
19-9-2017,261.159
20-9-2017,260.471
21-9-2017,264.797
22-9-2017,258.859
23-9-2017,260.756
24-9-2017,263.533
25-9-2017,265.652
26-9-2017,261.193
27-9-2017,248.658
28-9-2017,248.96
29-9-2017,246.929
30-9-2017,249.908
1-10-2017,247.534
2-10-2017,248.997
3-10-2017,251.645
4-10-2017,251.925
5-10-2017,249.376
6-10-2017,251.513
7-10-2017,252.801
8-10-2017,251.634
9-10-2017,249.955
10-10-2017,250.483
11-10-2017,253.25
12-10-2017,251.849
13-10-2017,255.43
14-10-2017,257.837
15-10-2017,257.493
16-10-2017,252.891
17-10-2017,251.293
18-10-2017,254.389
19-10-2017,247.204
20-10-2017,248.139
21-10-2017,252.804
22-10-2017,253.229
23-10-2017,250.047
24-10-2017,249.961
25-10-2017,249.563
26-10-2017,244.556
27-10-2017,235.638
28-10-2017,235.682
29-10-2017,236.677
30-10-2017,236.78
31-10-2017,234.725
1-11-2017,236.42
2-11-2017,243.337
3-11-2017,235.972
4-11-2017,237.354
5-11-2017,239.446
6-11-2017,240.958
7-11-2017,237.834
8-11-2017,237.054
9-11-2017,236.068
10-11-2017,235.646
11-11-2017,235.061
12-11-2017,237.498
13-11-2017,232.218
14-11-2017,232.238
15-11-2017,234.926
16-11-2017,231.453
17-11-2017,229.725
18-11-2017,230.53
19-11-2017,231.155
20-11-2017,232.604
21-11-2017,230.905
22-11-2017,225.245
23-11-2017,205.726
24-11-2017,208.894
25-11-2017,213.085
26-11-2017,212.051
27-11-2017,216.012
28-11-2017,216.043
29-11-2017,226.169
30-11-2017,231.052
1-12-2017,238.302
2-12-2017,239.151
3-12-2017,239.471
4-12-2017,240.625
5-12-2017,241.456
6-12-2017,244.788
7-12-2017,241.623
8-12-2017,242.559
9-12-2017,240.826
10-12-2017,240.069
11-12-2017,241.259
12-12-2017,242.061
13-12-2017,241.195
14-12-2017,242.633
15-12-2017,237.472
16-12-2017,241.057
17-12-2017,243.197
18-12-2017,239.504
19-12-2017,236.564
20-12-2017,236.048
21-12-2017,232.243
22-12-2017,228.756
23-12-2017,231.464
24-12-2017,241.728
25-12-2017,261.707
26-12-2017,265.337
27-12-2017,270.781
28-12-2017,266.562
29-12-2017,268.962
30-12-2017,264.913
31-12-2017,261.563
1-1-2018,259.011
2-1-2018,259.954
3-1-2018,261.633
4-1-2018,260.306
5-1-2018,261.578
6-1-2018,267.844
7-1-2018,270.027
8-1-2018,273.856
9-1-2018,278.016
10-1-2018,272.131
11-1-2018,273.266
12-1-2018,271.779
13-1-2018,284.305
14-1-2018,279.606
15-1-2018,280.453
16-1-2018,285.355
17-1-2018,283.265
18-1-2018,283.712
19-1-2018,286.734
20-1-2018,292.481
21-1-2018,295.65
22-1-2018,293.084
23-1-2018,290.621
24-1-2018,292.245
25-1-2018,291.417
26-1-2018,281.266
27-1-2018,268.693
28-1-2018,273.554
29-1-2018,278.014
30-1-2018,277.375
31-1-2018,284.859
1-2-2018,285.389
2-2-2018,288.962
3-2-2018,289.887
4-2-2018,288.991
5-2-2018,285.481
6-2-2018,282.901
7-2-2018,280.262
8-2-2018,279.482
9-2-2018,286.774
10-2-2018,288.079
11-2-2018,285.852
12-2-2018,281.584
13-2-2018,282.471
14-2-2018,282.771
15-2-2018,283.306
16-2-2018,285.352
17-2-2018,288.495
18-2-2018,282.846
19-2-2018,281.016
20-2-2018,284.525
21-2-2018,282.385
22-2-2018,275.548
23-2-2018,280.756
24-2-2018,285.911
25-2-2018,284.843
26-2-2018,284.19
27-2-2018,283.418
28-2-2018,279.597
1-3-2018,278.276
2-3-2018,279.384
3-3-2018,282.799
4-3-2018,278.309
5-3-2018,280.914
6-3-2018,279.602
7-3-2018,280.33
8-3-2018,283.402
9-3-2018,281.116
10-3-2018,283.243
11-3-2018,279.299
12-3-2018,278.746
13-3-2018,277.578
14-3-2018,271.563
15-3-2018,273.544
16-3-2018,279.274
17-3-2018,283.302
18-3-2018,279.673
19-3-2018,280.269
20-3-2018,277.625
21-3-2018,275.939
22-3-2018,268.611
23-3-2018,267.412
24-3-2018,268.436
25-3-2018,262.911
26-3-2018,260.976
27-3-2018,264.729
28-3-2018,264.526
29-3-2018,265.652
30-3-2018,239.475
31-3-2018,248.868
1-4-2018,259.566
2-4-2018,267.476
3-4-2018,267.034
4-4-2018,263.207
5-4-2018,268.793
6-4-2018,276.095
7-4-2018,269.371
8-4-2018,265.206
9-4-2018,267.924
10-4-2018,263.416
11-4-2018,259.785
12-4-2018,260.28
13-4-2018,260.165
14-4-2018,263.611
15-4-2018,265.797
16-4-2018,270.254
17-4-2018,267.873
18-4-2018,272.922
19-4-2018,269.517
20-4-2018,265.649
21-4-2018,268.98
22-4-2018,273.328
23-4-2018,274.807
24-4-2018,276.2
25-4-2018,275.092
26-4-2018,273.686
27-4-2018,276.282
28-4-2018,275.924
29-4-2018,274.174
30-4-2018,275.874
1-5-2018,273.411
2-5-2018,272.205
3-5-2018,272.125
4-5-2018,279.205
5-5-2018,278.357
6-5-2018,277.365
7-5-2018,277.029
8-5-2018,272.081
9-5-2018,257.91
10-5-2018,265.809
11-5-2018,265.903
12-5-2018,271.72
13-5-2018,263.402
14-5-2018,266.751
15-5-2018,265.419
16-5-2018,266.689
17-5-2018,262.297
18-5-2018,255.982
19-5-2018,259.038
20-5-2018,261.57
21-5-2018,259.094
22-5-2018,257.164
23-5-2018,260.056
24-5-2018,256.432
25-5-2018,254.823
26-5-2018,250.15
27-5-2018,251.091
28-5-2018,252.342
29-5-2018,252.432
30-5-2018,253.824
31-5-2018,253.881
1-6-2018,254.266
2-6-2018,257.932
3-6-2018,260.263
4-6-2018,258.75
5-6-2018,255.052
6-6-2018,255.702
7-6-2018,252.956
8-6-2018,252.489
9-6-2018,243.888
10-6-2018,242.455
11-6-2018,234.219
12-6-2018,240.272
13-6-2018,242.473
14-6-2018,251.471
15-6-2018,251.924
16-6-2018,249.828
17-6-2018,244.387
18-6-2018,245.76
19-6-2018,246.9
20-6-2018,238.834
21-6-2018,233.629
22-6-2018,218.451
23-6-2018,219.367
24-6-2018,222.033
25-6-2018,218.534
26-6-2018,217.922
27-6-2018,216.681
28-6-2018,216.086
29-6-2018,219.723
30-6-2018,222.43
1-7-2018,221.039
2-7-2018,219.331
3-7-2018,222.961
4-7-2018,223.691
5-7-2018,226.111
6-7-2018,238.24
7-7-2018,239.982
8-7-2018,242.876
9-7-2018,244.977
10-7-2018,245.58
11-7-2018,250.254
12-7-2018,248.063
13-7-2018,251.309
14-7-2018,251.465
15-7-2018,251.982
16-7-2018,252.126
17-7-2018,253.736
18-7-2018,251.581
19-7-2018,254.075
20-7-2018,256.223
21-7-2018,255.108
22-7-2018,257.623
23-7-2018,259.885
24-7-2018,254.996
25-7-2018,257.701
26-7-2018,260.496
27-7-2018,260.042
28-7-2018,256.646
29-7-2018,257.443
30-7-2018,264.291
31-7-2018,262.31
1-8-2018,264.195
2-8-2018,263.477
3-8-2018,271.796
4-8-2018,272
5-8-2018,280.177
6-8-2018,277.084
7-8-2018,276.688
8-8-2018,276.644
9-8-2018,275.805
10-8-2018,272.473
11-8-2018,269.31
12-8-2018,268.638
13-8-2018,268.267
14-8-2018,266.458
15-8-2018,265.408
16-8-2018,265.079
17-8-2018,271.082
18-8-2018,268.759
19-8-2018,264.157
20-8-2018,271.122
21-8-2018,274.264
22-8-2018,279.123
23-8-2018,274.399
24-8-2018,283.104
25-8-2018,282.022
26-8-2018,283.962
27-8-2018,287.793
28-8-2018,284.744
29-8-2018,283.759
30-8-2018,272.729
31-8-2018,274.051
1-9-2018,286.878
2-9-2018,282.148
3-9-2018,278.96
4-9-2018,290.855
5-9-2018,289.385
6-9-2018,298.828
7-9-2018,303.32
8-9-2018,301.742
9-9-2018,302.96
10-9-2018,313.401
11-9-2018,313.743
12-9-2018,319.178
13-9-2018,323.345
14-9-2018,322.319
15-9-2018,325.634
16-9-2018,319.79
17-9-2018,325.724
18-9-2018,325.221
19-9-2018,326.725
20-9-2018,329.543
21-9-2018,328.475
22-9-2018,325.311
23-9-2018,320.734
24-9-2018,332.657
25-9-2018,340.576
26-9-2018,339.591
27-9-2018,345.464
28-9-2018,346.557
29-9-2018,346.416
30-9-2018,345.513
1-10-2018,351.072
2-10-2018,351.677
3-10-2018,348.38
4-10-2018,346.968
5-10-2018,343.314
6-10-2018,342.873
7-10-2018,345.442
8-10-2018,346.787
9-10-2018,348.857
10-10-2018,348.317
11-10-2018,356.226
12-10-2018,351.956
13-10-2018,347.621
14-10-2018,348.841
15-10-2018,349.625
16-10-2018,349.262
17-10-2018,350.165
18-10-2018,347.611
19-10-2018,349.897
20-10-2018,347.744
21-10-2018,339.68
22-10-2018,342.717
23-10-2018,338.261
24-10-2018,338.619
25-10-2018,335.769
26-10-2018,333.468
27-10-2018,326.538
28-10-2018,328
29-10-2018,320.236
30-10-2018,312.695
31-10-2018,314.964
1-11-2018,318.953
2-11-2018,334.506
3-11-2018,336.119
4-11-2018,331.007
5-11-2018,334.738
6-11-2018,330.351
7-11-2018,330.288
8-11-2018,326.023
9-11-2018,330.502
10-11-2018,329.339
11-11-2018,330.808
12-11-2018,331.908
13-11-2018,335.159
14-11-2018,331.8
15-11-2018,328.684
16-11-2018,332.533
17-11-2018,331.515
18-11-2018,328.258
19-11-2018,325.481
20-11-2018,326.397
21-11-2018,317.009
22-11-2018,300.426
23-11-2018,305.174
24-11-2018,304.514
25-11-2018,307.264
26-11-2018,308.181
27-11-2018,304.94
28-11-2018,316.806
29-11-2018,318.423
30-11-2018,313.418
1-12-2018,318.674
2-12-2018,315.333
3-12-2018,313.692
4-12-2018,319.831
5-12-2018,318.145
6-12-2018,321.42
7-12-2018,305.159
8-12-2018,315.737
9-12-2018,316.738
10-12-2018,320.045
11-12-2018,318.396
12-12-2018,318.363
13-12-2018,318.567
14-12-2018,319.1
15-12-2018,320.152
16-12-2018,321.26
17-12-2018,325.312
18-12-2018,318.026
19-12-2018,313.343
20-12-2018,313.228
21-12-2018,309.055
22-12-2018,303.799
23-12-2018,302.385
24-12-2018,310.676
25-12-2018,330.198
26-12-2018,339.37
27-12-2018,343.583
28-12-2018,361.651
29-12-2018,342.514
30-12-2018,323.244
31-12-2018,336.343
1-1-2019,338.27
2-1-2019,339.036
3-1-2019,338.837
4-1-2019,350.787
5-1-2019,361.033
6-1-2019,369
7-1-2019,356.588
8-1-2019,362.311
9-1-2019,362.993
10-1-2019,367.159
11-1-2019,369.446
12-1-2019,367.071
13-1-2019,377.591
14-1-2019,374.763
15-1-2019,373.913
16-1-2019,380.252
17-1-2019,376.513
18-1-2019,372.917
19-1-2019,373.141
20-1-2019,371.163
21-1-2019,372.588
22-1-2019,372.513
23-1-2019,377.039
24-1-2019,379.842
25-1-2019,377.877
26-1-2019,383.221
27-1-2019,383.83
28-1-2019,386.183
29-1-2019,381.75
30-1-2019,389.672
31-1-2019,388.136
1-2-2019,382.868
2-2-2019,388.189
3-2-2019,384.544
4-2-2019,381.437
5-2-2019,364.973
6-2-2019,364.925
7-2-2019,345.076
8-2-2019,347.85
9-2-2019,351.927
10-2-2019,350.982
11-2-2019,351.279
12-2-2019,356.164
13-2-2019,362.324
14-2-2019,370.998
15-2-2019,374.604
16-2-2019,376.61
17-2-2019,372.997
18-2-2019,370.548
19-2-2019,375.348
20-2-2019,379.173
21-2-2019,381.862
22-2-2019,385.611
23-2-2019,386.692
24-2-2019,386.121
25-2-2019,384.899
26-2-2019,379.004
27-2-2019,373.358
28-2-2019,373.822
1-3-2019,382.089
2-3-2019,373.808
3-3-2019,372.776
4-3-2019,380.528
5-3-2019,387.672
6-3-2019,384.131
7-3-2019,387.364
8-3-2019,393.56
9-3-2019,404.151
10-3-2019,393.149
11-3-2019,401.866
12-3-2019,400.076
13-3-2019,410.271
14-3-2019,390.324
15-3-2019,398.075
16-3-2019,400.018
17-3-2019,389.515
18-3-2019,392.808
19-3-2019,395.885
20-3-2019,391.583
21-3-2019,395.85
22-3-2019,391.275
23-3-2019,384.912
24-3-2019,381.47
25-3-2019,381.256
26-3-2019,380.075
27-3-2019,381.481
28-3-2019,381.64
29-3-2019,374.481
30-3-2019,380.376
31-3-2019,366.422
1-4-2019,374.015
2-4-2019,382.694
3-4-2019,376.167
4-4-2019,365.948
5-4-2019,380.938
6-4-2019,376.884
7-4-2019,380.36
8-4-2019,381.246
9-4-2019,386.843
10-4-2019,391.256
11-4-2019,390.333
12-4-2019,392.536
13-4-2019,394.223
14-4-2019,385.662
15-4-2019,388.225
16-4-2019,387.368
17-4-2019,386.535
18-4-2019,383.519
19-4-2019,389.538
20-4-2019,394.108
21-4-2019,391.034
22-4-2019,387.509
23-4-2019,391.697
24-4-2019,391.408
25-4-2019,387.103
26-4-2019,382.648
27-4-2019,372.248
28-4-2019,377.609
29-4-2019,375.725
30-4-2019,377.682
1-5-2019,373.831
2-5-2019,368.538
3-5-2019,371.517
4-5-2019,378.736
5-5-2019,371.252
6-5-2019,371.979
7-5-2019,369.675
8-5-2019,352.366
9-5-2019,359.111
10-5-2019,360.463
11-5-2019,370.731
12-5-2019,363.198
13-5-2019,366.152
14-5-2019,377.961
15-5-2019,373.181
16-5-2019,379.447
17-5-2019,374.268
18-5-2019,374.793
19-5-2019,374.831
20-5-2019,367.107
21-5-2019,375.847
22-5-2019,370.772
23-5-2019,377.362
24-5-2019,376.406
25-5-2019,373.071
26-5-2019,368.352
27-5-2019,374.295
28-5-2019,373.578
29-5-2019,375.719
30-5-2019,372.237
31-5-2019,375.335
1-6-2019,379.725
2-6-2019,384.063
3-6-2019,385.378
4-6-2019,393.732
5-6-2019,394.654
6-6-2019,396.447
7-6-2019,399.22
8-6-2019,393.309
9-6-2019,392.967
10-6-2019,386.487
11-6-2019,393.324
12-6-2019,392.948
13-6-2019,402.06
14-6-2019,396.189
15-6-2019,387.565
16-6-2019,392.251
17-6-2019,390.563
18-6-2019,390.47
19-6-2019,387.743
20-6-2019,385.265
21-6-2019,381.083
22-6-2019,389.726
23-6-2019,390.703
24-6-2019,394.361
25-6-2019,384.091
26-6-2019,370.718
27-6-2019,366.807
28-6-2019,366.777
29-6-2019,368.363
30-6-2019,367.173
1-7-2019,367.146
2-7-2019,372.414
3-7-2019,377.993
4-7-2019,381.322
5-7-2019,382.808
6-7-2019,388.745
7-7-2019,384.422
8-7-2019,386.418
9-7-2019,387.905
10-7-2019,397.745
11-7-2019,404.894
12-7-2019,411.051
13-7-2019,411.388
14-7-2019,410.838
15-7-2019,420.597
16-7-2019,418.75
17-7-2019,419.806
18-7-2019,426.334
19-7-2019,427.082
20-7-2019,433.508
21-7-2019,427.493
22-7-2019,435.132
23-7-2019,427.521
24-7-2019,425.581
25-7-2019,429.395
26-7-2019,426.801
27-7-2019,425.106
28-7-2019,422.159
29-7-2019,423.084
30-7-2019,429.288
31-7-2019,434.817
1-8-2019,432.94
2-8-2019,427.178
3-8-2019,431.111
4-8-2019,430.378
5-8-2019,429.965
6-8-2019,432.259
7-8-2019,437.357
8-8-2019,443.159
9-8-2019,437.941
10-8-2019,443.826
11-8-2019,446.423
12-8-2019,458.486
13-8-2019,449.683
14-8-2019,435.667
15-8-2019,418.073
16-8-2019,433.137
17-8-2019,444.379
18-8-2019,439.182
19-8-2019,441.529
20-8-2019,431.971
21-8-2019,426.179
22-8-2019,427.41
23-8-2019,435.57
24-8-2019,439.312
25-8-2019,443.445
26-8-2019,441.926
27-8-2019,446.332
28-8-2019,460.819
29-8-2019,442.37
30-8-2019,448.633
31-8-2019,461.934
1-9-2019,463.272
2-9-2019,462.61
3-9-2019,458.111
4-9-2019,469.569
5-9-2019,473.447
6-9-2019,476.698
7-9-2019,471.991
8-9-2019,443.224
9-9-2019,457.147
10-9-2019,458.667
11-9-2019,462.044
12-9-2019,469.576
13-9-2019,471.438
14-9-2019,481.385
15-9-2019,480.798
16-9-2019,475.703
17-9-2019,478.711
18-9-2019,482.077
19-9-2019,481.247
20-9-2019,480.736
21-9-2019,485.536
22-9-2019,485.818
23-9-2019,473.458
24-9-2019,479.665
25-9-2019,481.369
26-9-2019,478.667
27-9-2019,488.318
28-9-2019,486.306
29-9-2019,488.569
30-9-2019,492.88
1-10-2019,499.35
2-10-2019,485.28
3-10-2019,484.092
4-10-2019,495.09
5-10-2019,487.211
6-10-2019,484.019
7-10-2019,480.316
8-10-2019,486.166
9-10-2019,497.354
10-10-2019,489.425
11-10-2019,500.883
12-10-2019,501.142
13-10-2019,497.443
14-10-2019,498.003
15-10-2019,508.117
16-10-2019,501.894
17-10-2019,500.611
18-10-2019,490.689
19-10-2019,484.155
20-10-2019,486.12
21-10-2019,484.298
22-10-2019,484.053
23-10-2019,480.644
24-10-2019,480.913
25-10-2019,487.105
26-10-2019,486.555
27-10-2019,477.893
28-10-2019,472.262
29-10-2019,459.33
30-10-2019,467.802
31-10-2019,466.741
1-11-2019,472.434
2-11-2019,487.583
3-11-2019,491.457
4-11-2019,487.03
5-11-2019,496.345
6-11-2019,501.965
7-11-2019,500.162
8-11-2019,511.02
9-11-2019,516.125
10-11-2019,508.533
11-11-2019,501.774
12-11-2019,500.265
13-11-2019,500.873
14-11-2019,494.465
15-11-2019,500.927
16-11-2019,490.525
17-11-2019,492.151
18-11-2019,495.492
19-11-2019,424.461
20-11-2019,423.332
21-11-2019,418.625
22-11-2019,424.634
23-11-2019,424.486
24-11-2019,420.481
25-11-2019,419.293
26-11-2019,418.823
27-11-2019,412.914
28-11-2019,415.971
29-11-2019,418.072
30-11-2019,420.112
1-12-2019,420.161
2-12-2019,423.495
3-12-2019,421.298
4-12-2019,432.464
5-12-2019,438.184
6-12-2019,439.106
7-12-2019,451.126
8-12-2019,447.211
9-12-2019,452.138
10-12-2019,457.551
11-12-2019,453.523
12-12-2019,452.758
13-12-2019,448.493
14-12-2019,451.442
15-12-2019,458.098
16-12-2019,456.175
17-12-2019,460.372
18-12-2019,454.557
19-12-2019,447.985
20-12-2019,439.249
21-12-2019,445.386
22-12-2019,441.069
23-12-2019,439.834
24-12-2019,458.533
25-12-2019,475.202
26-12-2019,470.781
27-12-2019,482.921
28-12-2019,475.356
29-12-2019,463.129
30-12-2019,480.651
31-12-2019,484.36
1-1-2020,479.169
2-1-2020,484.378
3-1-2020,490.232
4-1-2020,501.194
5-1-2020,499.798
6-1-2020,491.741
7-1-2020,500.932
8-1-2020,508.418
9-1-2020,503.043
10-1-2020,509.014
11-1-2020,511.357
12-1-2020,500.362
13-1-2020,502.322
14-1-2020,512.441
15-1-2020,511.327
16-1-2020,508.799
17-1-2020,503.235
18-1-2020,494.921
19-1-2020,501.405
20-1-2020,500.35
21-1-2020,500.642
22-1-2020,494.605
23-1-2020,490.466
24-1-2020,477.757
25-1-2020,471.807
26-1-2020,471.761
27-1-2020,467.363
28-1-2020,472.427
29-1-2020,480.27
30-1-2020,479.947
31-1-2020,492.062
1-2-2020,484.968
2-2-2020,488.62
3-2-2020,488.401
4-2-2020,493.798
5-2-2020,495.894
6-2-2020,493.558
7-2-2020,486.453
8-2-2020,492.519
9-2-2020,490.207
10-2-2020,494.855
11-2-2020,493.039
12-2-2020,491.787
13-2-2020,500.492
14-2-2020,499.157
15-2-2020,493.876
16-2-2020,499.168
17-2-2020,490.718
18-2-2020,491.909
19-2-2020,488.781
20-2-2020,495.668
21-2-2020,497.75
22-2-2020,492.597
23-2-2020,488.146
24-2-2020,491.323
25-2-2020,488.467
26-2-2020,489.154
27-2-2020,490.892
28-2-2020,482.884
29-2-2020,488.775
1-3-2020,494.57
2-3-2020,488.525
3-3-2020,493.67
4-3-2020,501.292
5-3-2020,506.506
6-3-2020,511.835
7-3-2020,511.129
8-3-2020,518.458
9-3-2020,512.841
10-3-2020,508.215
11-3-2020,504.232
12-3-2020,507.719
13-3-2020,501.558
14-3-2020,506.406
15-3-2020,501.792
16-3-2020,497.507
17-3-2020,487.295
18-3-2020,495.726
19-3-2020,493.215
20-3-2020,482.278
21-3-2020,483.029
22-3-2020,478.19
23-3-2020,490.309
24-3-2020,478.613
25-3-2020,483.836
26-3-2020,471.451
27-3-2020,473.968
28-3-2020,480.253
29-3-2020,480.244
30-3-2020,468.71
31-3-2020,460.624
1-4-2020,465.462
2-4-2020,468.443
3-4-2020,467.216
4-4-2020,478.323
5-4-2020,482.13
6-4-2020,483.955
7-4-2020,484.329
8-4-2020,498.3
9-4-2020,493.591
10-4-2020,496.278
11-4-2020,508.446
12-4-2020,513.919
13-4-2020,520.503
14-4-2020,515.411
15-4-2020,519.44
16-4-2020,524.664
17-4-2020,524.626
18-4-2020,518.907
19-4-2020,521.076
20-4-2020,520.709
21-4-2020,529.381
22-4-2020,520.833
23-4-2020,517.883
24-4-2020,515.939
25-4-2020,517.768
26-4-2020,513.93
27-4-2020,514.885
28-4-2020,515.206
29-4-2020,521.964
30-4-2020,525.371
1-5-2020,521.258
2-5-2020,527.801
3-5-2020,531.192
4-5-2020,532.701
5-5-2020,532.663
6-5-2020,537.301
7-5-2020,543.968
8-5-2020,536.791
9-5-2020,532.651
10-5-2020,528.374
11-5-2020,530.138
12-5-2020,534.318
13-5-2020,536.342
14-5-2020,530.144
15-5-2020,529.734
16-5-2020,537.607
17-5-2020,530.717
18-5-2020,531.813
19-5-2020,529.278
20-5-2020,528.17
21-5-2020,522.888
22-5-2020,527.445
23-5-2020,529.573
24-5-2020,527.153
25-5-2020,509.792
26-5-2020,489.979
27-5-2020,503.826
28-5-2020,503.338
29-5-2020,507.411
30-5-2020,505.774
31-5-2020,521.172
1-6-2020,518.137
2-6-2020,515.752
3-6-2020,515.844
4-6-2020,518.473
5-6-2020,520.379
6-6-2020,518.825
7-6-2020,525.01
8-6-2020,529.452
9-6-2020,515.421
10-6-2020,515.999
11-6-2020,517.602
12-6-2020,510.483
13-6-2020,515.257
14-6-2020,515.172
15-6-2020,514.326
16-6-2020,509.192
17-6-2020,504.597
18-6-2020,503.983
19-6-2020,497.964
20-6-2020,497.438
21-6-2020,496.419
22-6-2020,491.332
23-6-2020,491.87
24-6-2020,489.3
25-6-2020,471.565
26-6-2020,480.132
27-6-2020,477.67
28-6-2020,482.208
29-6-2020,477.032
30-6-2020,481.66
1-7-2020,478.656
2-7-2020,487.986
3-7-2020,490.319
4-7-2020,494.165
5-7-2020,497.327
6-7-2020,493.248
7-7-2020,502.006
8-7-2020,508.397
9-7-2020,516.239
10-7-2020,525.276
11-7-2020,526.288
12-7-2020,530.615
13-7-2020,531.534
14-7-2020,534.066
15-7-2020,541.344
16-7-2020,534.321
17-7-2020,534.107
18-7-2020,536.959
19-7-2020,544.785
20-7-2020,535.652
21-7-2020,533.382
22-7-2020,535.246
23-7-2020,542.123
24-7-2020,543.21
25-7-2020,543.903
26-7-2020,540.261
27-7-2020,538.614
28-7-2020,541.17
29-7-2020,548.793
30-7-2020,538.744
31-7-2020,539.721
1-8-2020,550.609
2-8-2020,552.857
3-8-2020,556.802
4-8-2020,552.982
5-8-2020,544.673
6-8-2020,553.427
7-8-2020,547.266
8-8-2020,550.008
9-8-2020,545.822
10-8-2020,543.683
11-8-2020,539.404
12-8-2020,532.697
13-8-2020,529.037
14-8-2020,525.963
15-8-2020,518.802
16-8-2020,512.445
17-8-2020,513.286
18-8-2020,521.491
19-8-2020,521.267
20-8-2020,514.042
21-8-2020,516.509
22-8-2020,516.714
23-8-2020,515.687
24-8-2020,517.46
25-8-2020,505.114
26-8-2020,508.488
27-8-2020,511.363
28-8-2020,511.323
29-8-2020,509.31
30-8-2020,508.842
31-8-2020,504.481
1-9-2020,502.982
2-9-2020,500.813
3-9-2020,513.417
4-9-2020,523.136
5-9-2020,524.256
6-9-2020,516.679
7-9-2020,517.22
8-9-2020,521.836
9-9-2020,514.2
10-9-2020,514.623
11-9-2020,513.37
12-9-2020,523.479
13-9-2020,529.557
14-9-2020,529.646
15-9-2020,543.081
16-9-2020,534.874
17-9-2020,531.16
18-9-2020,530.496
19-9-2020,535.098
20-9-2020,534.643
21-9-2020,531.635
22-9-2020,531.468
23-9-2020,540.439
24-9-2020,538.241
25-9-2020,547.845
26-9-2020,550.702
27-9-2020,549.256
28-9-2020,544.37
29-9-2020,549.168
30-9-2020,548.117
1-10-2020,544.825
2-10-2020,552.714
3-10-2020,566.303
4-10-2020,575.957
5-10-2020,583.13
6-10-2020,578.331
7-10-2020,572.734
8-10-2020,568.317
9-10-2020,577.703
10-10-2020,569.816
11-10-2020,566.585
12-10-2020,565.612
13-10-2020,563.704
14-10-2020,564.179
15-10-2020,565.872
16-10-2020,557.532
17-10-2020,546.715
18-10-2020,552.397
19-10-2020,548.138
20-10-2020,548.867
21-10-2020,541.273
22-10-2020,530.824
23-10-2020,533.672
24-10-2020,535.376
25-10-2020,538.805
26-10-2020,539.926
27-10-2020,540.435
28-10-2020,538.947
29-10-2020,539.582
30-10-2020,534.625
31-10-2020,529.016
1-11-2020,525.929
2-11-2020,532.199
3-11-2020,536.756
4-11-2020,544.726
5-11-2020,562.441
6-11-2020,557.776
7-11-2020,558.643
8-11-2020,552.201
9-11-2020,552.451
10-11-2020,547.947
11-11-2020,551.575
12-11-2020,546.278
13-11-2020,558.446
14-11-2020,550.423
15-11-2020,548.415
16-11-2020,550.47
17-11-2020,547.986
18-11-2020,536.909
19-11-2020,540.634
20-11-2020,539.606
21-11-2020,547.56
22-11-2020,547.119
23-11-2020,545.601
24-11-2020,549.967
25-11-2020,543.555
26-11-2020,527.486
27-11-2020,519.591
28-11-2020,520.716
29-11-2020,521.623
30-11-2020,520.558
1-12-2020,520.557
2-12-2020,529.942
3-12-2020,533.748
4-12-2020,474.873
5-12-2020,496.131
6-12-2020,497.223
7-12-2020,493.653
8-12-2020,497.208
9-12-2020,492.449
10-12-2020,480.209
11-12-2020,490.136
12-12-2020,498.925
13-12-2020,508.79
14-12-2020,516.038
15-12-2020,518.073
16-12-2020,525.373
17-12-2020,525.963
18-12-2020,535.504
19-12-2020,533.098
20-12-2020,538.686
21-12-2020,547.061
22-12-2020,542.909
23-12-2020,539.143
24-12-2020,559.376
25-12-2020,585.991
26-12-2020,580.47
27-12-2020,582.897
28-12-2020,595.617
29-12-2020,599.82
30-12-2020,609.34
31-12-2020,623.805
1-1-2021,625.311
2-1-2021,637.714
3-1-2021,627.047
4-1-2021,637.504
5-1-2021,641.322
6-1-2021,652.391
7-1-2021,661.148
8-1-2021,681.277
9-1-2021,684.868
10-1-2021,700.871
11-1-2021,690.491
12-1-2021,697.333
13-1-2021,700.469
14-1-2021,697.436
15-1-2021,695.837
16-1-2021,687.963
17-1-2021,683.798
18-1-2021,681.451
19-1-2021,697.142
20-1-2021,693.563
21-1-2021,686.606
22-1-2021,692.622
23-1-2021,684.77
24-1-2021,685.696
25-1-2021,686.756
26-1-2021,690.26
27-1-2021,691.352
28-1-2021,664.198
29-1-2021,674.138
30-1-2021,685.141
31-1-2021,699.053
1-2-2021,706.911
2-2-2021,715.453
